name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
cs3se_edgenet_x,cs3se_edgenet_x,in1k,320,0.4,M,50.72,M,convolution,Conventional,1200000,0.834,0.731,0.355,0.482,0.354,0.481,0.577,0.9616,0.91,0.545150502,0.474627339,0.422236102,0.588,0.611,0.8462,0.688,0.463976378,0.706876681,0.590909091,0.612,0.723
cs3sedarknet_l,cs3sedarknet_l,in1k,288,0.36,M,21.91,S,convolution,Conventional,1200000,0.818,0.709,0.321,0.446,0.24,0.429,0.524,0.9552,0.9,0.508754672,0.451316207,0.346658339,0.552,0.578,0.83,0.672,0.429133858,0.648866692,0.613636364,0.591,0.712
cs3sedarknet_x,cs3sedarknet_x,in1k,288,0.36,M,35.4,S,convolution,Conventional,1200000,0.826,0.72,0.339,0.462,0.296,0.454,0.55,0.9606,0.903,0.476686996,0.447510308,0.394753279,0.555,0.578,0.8358,0.685,0.438779528,0.684210526,0.579545455,0.597,0.714
cspdarknet53,cspdarknet53,in1k,256,0.32,M,27.64,S,convolution,Conventional,1200000,0.796,0.683,0.287,0.407,0.12,0.374,0.47,0.9534,0.886,0.497147354,0.462575325,0.252966896,0.525,0.551,0.817,0.653,0.420866142,0.661544372,0.5,0.559,0.684
cspresnet50,cspresnet50,in1k,256,0.32,M,21.62,S,convolution,Conventional,1200000,0.787,0.671,0.271,0.395,0.093,0.358,0.455,0.9456,0.888,0.492622467,0.448778941,0.241099313,0.518,0.548,0.8118,0.63,0.420275591,0.663849405,0.568181818,0.571,0.703
cspresnext50,cspresnext50,in1k,256,0.32,M,20.57,S,convolution,Conventional,1200000,0.798,0.684,0.289,0.409,0.131,0.378,0.474,0.9564,0.89,0.487507378,0.465112591,0.292317302,0.534,0.558,0.8204,0.666,0.424606299,0.660391856,0.488636364,0.56,0.683
darknet53,darknet53,in1k,288,0.36,M,41.61,S,convolution,Conventional,1200000,0.803,0.69,0.296,0.416,0.147,0.387,0.482,0.9486,0.885,0.477473933,0.428956549,0.261086821,0.513,0.541,0.8164,0.646,0.41003937,0.624279677,0.556818182,0.559,0.685
darknetaa53,darknetaa53,in1k,288,0.36,M,36.02,S,convolution,Conventional,1200000,0.803,0.69,0.295,0.416,0.146,0.387,0.482,0.9522,0.878,0.463899272,0.424674913,0.274203623,0.51,0.536,0.8102,0.636,0.413188976,0.62658471,0.522727273,0.55,0.679
deit_base_distilled_patch16_224,deit_base_distilled_patch16_224,in1k,224,0.28,S,87.34,M,ViT,Conventional,1200000,0.826,0.72,0.34,0.463,0.296,0.455,0.551,0.9724,0.927,0.564823923,0.531240089,0.497189257,0.63,0.648,0.8534,0.696,0.483464567,0.756434883,0.727272727,0.666,0.78
deit_base_distilled_patch16_384,deit_base_distilled_patch16_384,in1k,384,0.48,M,87.63,M,ViT,Conventional,1200000,0.851,0.751,0.405,0.536,0.493,0.546,0.642,0.975,0.942,0.558528428,0.539803362,0.667707683,0.677,0.694,0.8778,0.735,0.491732283,0.752977334,0.795454545,0.694,0.791
deit_base_patch16_224,deit_base_patch16_224,in1k,224,0.28,S,86.57,M,ViT,Conventional,1200000,0.824,0.716,0.334,0.459,0.274,0.446,0.541,0.9634,0.906,0.498917962,0.464954012,0.464709557,0.584,0.606,0.844,0.665,0.435826772,0.683826354,0.579545455,0.591,0.7
deit_base_patch16_384,deit_base_patch16_384,in1k,384,0.48,M,86.86,M,ViT,Conventional,1200000,0.84,0.738,0.371,0.501,0.402,0.503,0.599,0.968,0.917,0.489081251,0.45623216,0.588382261,0.613,0.633,0.8522,0.684,0.430511811,0.666154437,0.715909091,0.624,0.732
deit_small_distilled_patch16_224,deit_small_distilled_patch16_224,in1k,224,0.28,S,22.44,S,ViT,Conventional,1200000,0.813,0.705,0.312,0.437,0.207,0.415,0.51,0.9614,0.917,0.524493409,0.488265144,0.405371643,0.584,0.607,0.8326,0.679,0.452952756,0.724164426,0.670454545,0.632,0.759
deit_small_patch16_224,deit_small_patch16_224,in1k,224,0.28,S,22.05,S,ViT,Conventional,1200000,0.81,0.701,0.309,0.432,0.189,0.408,0.504,0.957,0.893,0.486130238,0.441484301,0.387882573,0.552,0.577,0.8134,0.657,0.411417323,0.682289666,0.556818182,0.577,0.709
deit_tiny_distilled_patch16_224,deit_tiny_distilled_patch16_224,in1k,224,0.28,S,5.91,S,ViT,Conventional,1200000,0.779,0.662,0.26,0.384,0.077,0.346,0.444,0.9354,0.844,0.433602203,0.40691405,0.232979388,0.479,0.512,0.7678,0.598,0.344094488,0.632731464,0.534090909,0.527,0.686
deit_tiny_patch16_224,deit_tiny_patch16_224,in1k,224,0.28,S,5.72,S,ViT,Conventional,1200000,0.779,0.661,0.259,0.382,0.073,0.344,0.442,0.9228,0.843,0.402911666,0.375039645,0.217364147,0.46,0.498,0.737,0.564,0.307086614,0.584325778,0.556818182,0.503,0.682
deit3_base_patch16_224,deit3_base_patch16_224,in1k,224,0.28,S,86.59,M,ViT,Conventional,1200000,0.839,0.737,0.37,0.496,0.392,0.499,0.595,0.9714,0.926,0.611056463,0.549000951,0.569643973,0.664,0.684,0.8544,0.697,0.522637795,0.763734153,0.738636364,0.681,0.797
deit3_base_patch16_224_in21ft1k,deit3_base_patch16_224_in21ft1k,in21k,224,0.28,S,86.59,M,ViT,Conventional,14200000,0.858,0.761,0.456,0.589,0.573,0.595,0.693,0.9792,0.945,0.730080661,0.636536632,0.740787008,0.763,0.779,0.8544,0.713,0.519685039,0.776796005,0.806818182,0.704,0.824
deit3_base_patch16_384,deit3_base_patch16_384,in1k,384,0.48,M,86.88,M,ViT,Conventional,1200000,0.854,0.756,0.426,0.564,0.534,0.57,0.667,0.9746,0.932,0.575250836,0.538217571,0.698938164,0.686,0.704,0.8666,0.733,0.508464567,0.754514022,0.806818182,0.701,0.809
deit3_base_patch16_384_in21ft1k,deit3_base_patch16_384_in21ft1k,in21k,384,0.48,M,86.88,M,ViT,Conventional,14200000,0.875,0.788,0.564,0.756,0.713,0.705,0.806,0.9836,0.938,0.739327169,0.648747225,0.814490943,0.785,0.798,0.8738,0.748,0.527165354,0.784095275,0.875,0.734,0.84
deit3_huge_patch14_224,deit3_huge_patch14_224,in1k,224,0.28,S,632.13,L,ViT,Conventional,1200000,0.854,0.758,0.433,0.573,0.543,0.577,0.676,0.9762,0.928,0.65905961,0.601490644,0.692067458,0.72,0.738,0.8722,0.729,0.562992126,0.81060315,0.784090909,0.722,0.828
deit3_huge_patch14_224_in21ft1k,deit3_huge_patch14_224_in21ft1k,in21k,224,0.28,S,632.13,L,ViT,Conventional,14200000,0.872,0.779,0.549,0.727,0.702,0.689,0.79,0.982,0.948,0.810151485,0.733111323,0.826358526,0.829,0.844,0.8708,0.759,0.574606299,0.832116788,0.818181818,0.746,0.857
deit3_large_patch16_224,deit3_large_patch16_224,in1k,224,0.28,S,304.37,L,ViT,Conventional,1200000,0.85,0.751,0.402,0.535,0.486,0.544,0.64,0.9738,0.931,0.640173126,0.578655249,0.646470956,0.699,0.718,0.8604,0.705,0.553937008,0.789857856,0.772727273,0.705,0.819
deit3_large_patch16_224_in21ft1k,deit3_large_patch16_224_in21ft1k,in21k,224,0.28,S,304.37,L,ViT,Conventional,14200000,0.87,0.778,0.536,0.706,0.687,0.677,0.778,0.9816,0.946,0.803855991,0.724548049,0.816364772,0.823,0.838,0.8698,0.754,0.578149606,0.836342682,0.852272727,0.755,0.868
deit3_large_patch16_384,deit3_large_patch16_384,in1k,384,0.48,M,304.76,L,ViT,Conventional,1200000,0.861,0.765,0.477,0.626,0.605,0.618,0.718,0.9784,0.942,0.652764116,0.601332065,0.769519051,0.741,0.757,0.8736,0.748,0.557086614,0.779101037,0.909090909,0.748,0.856
deit3_large_patch16_384_in21ft1k,deit3_large_patch16_384_in21ft1k,in21k,384,0.48,M,304.76,L,ViT,Conventional,14200000,0.882,0.795,0.575,0.765,0.792,0.732,0.83,0.9846,0.947,0.803659256,0.732794164,0.880074953,0.841,0.854,0.8862,0.767,0.575590551,0.839800231,0.897727273,0.77,0.869
deit3_small_patch16_224,deit3_small_patch16_224,in1k,224,0.28,S,22.06,S,ViT,Conventional,1200000,0.823,0.714,0.33,0.456,0.262,0.441,0.536,0.9612,0.901,0.543576628,0.466222645,0.422236102,0.583,0.607,0.8206,0.657,0.472637795,0.678447945,0.681818182,0.622,0.758
deit3_small_patch16_224_in21ft1k,deit3_small_patch16_224_in21ft1k,in21k,224,0.28,S,22.06,S,ViT,Conventional,1200000,0.841,0.739,0.375,0.503,0.412,0.507,0.603,0.9704,0.933,0.639189455,0.543609261,0.595252967,0.678,0.699,0.8228,0.698,0.473228346,0.705724164,0.704545455,0.645,0.784
deit3_small_patch16_384,deit3_small_patch16_384,in1k,384,0.48,M,22.21,S,ViT,Conventional,1200000,0.841,0.739,0.372,0.502,0.403,0.504,0.599,0.9736,0.927,0.550855794,0.49080241,0.574640849,0.636,0.653,0.849,0.702,0.477559055,0.704571648,0.761363636,0.661,0.779
deit3_small_patch16_384_in21ft1k,deit3_small_patch16_384_in21ft1k,in21k,384,0.48,M,22.21,S,ViT,Conventional,14200000,0.857,0.761,0.446,0.586,0.571,0.591,0.69,0.9762,0.932,0.660043282,0.559784332,0.732042473,0.721,0.739,0.85,0.704,0.462007874,0.726085286,0.795454545,0.672,0.791
densenet121,densenet121,in1k,224,0.28,S,7.98,S,Convolution,Conventional,1200000,0.766,0.644,0.241,0.362,0.053,0.325,0.424,0.9348,0.85,0.45307889,0.422296226,0.205496565,0.483,0.517,0.7696,0.608,0.373228346,0.631578947,0.477272727,0.523,0.68
densenet161,densenet161,in1k,224,0.28,S,28.68,S,Convolution,Conventional,1200000,0.771,0.653,0.286,0.402,0.042,0.346,0.449,0.9416,0.878,0.460751525,0.426419283,0.22923173,0.499,0.53,0.8092,0.654,0.42007874,0.675374568,0.488636364,0.56,0.692
densenet169,densenet169,in1k,224,0.28,S,14.15,S,Convolution,Conventional,1200000,0.756,0.635,0.273,0.396,0.032,0.334,0.442,0.937,0.871,0.458390714,0.428480812,0.183635228,0.485,0.518,0.793,0.632,0.401574803,0.654629274,0.465909091,0.539,0.68
densenet201,densenet201,in1k,224,0.28,S,20.01,S,Convolution,Conventional,1200000,0.769,0.648,0.277,0.408,0.039,0.343,0.446,0.943,0.874,0.475309856,0.431018078,0.191755153,0.493,0.523,0.798,0.625,0.397440945,0.682289666,0.420454545,0.531,0.665
densenetblur121d,densenetblur121d,in1k,224,0.28,S,8,S,Convolution,Conventional,1200000,0.779,0.663,0.26,0.384,0.077,0.346,0.444,0.9406,0.88,0.442848711,0.425626388,0.24609619,0.499,0.531,0.7878,0.621,0.384448819,0.656550134,0.477272727,0.535,0.679
